class,tweet
0,Pullout game trash... &#171;@arigold_88 Iyanla having an intrrvention with a man who has 34 kids with 17 women. I have other questions.&#187;
0,Pumpkin spice Marlboro's for da hoes
0,Punch that hoe cause she deserve it.
0,Punk ass cop jus bulldogged that bitch https://t.co/SCeoQIqbme
0,Punk bitch walking tall like you got something to prove
0,Punk bitch.
0,Pussies only pussy...an every women got one...so u gotta have more than that ladies
0,"Pussy ass hoe niggas, I can't fuck wit y'all"
0,Pussy ass nigguh name Jesus. And his daddy
0,Pussy gotta be trash RT @Adolfhibsta: Her love life is so sad lol RT @cqminaj: im so glad khloe k dumped french's ghetto ass
0,"Pussy like girls , zaaaammnn is my pussy gay &#128035;"
0,Pussy nicca we ain't friends you ain't gotta @ me -- @Icewear_Vezzo voice!
0,Pussy on my mouth pussy on my pinky ring
0,Pussy only pussy
0,Pussy's don't get pussy.
0,Pussys only pussy an I get it when I need it
0,Put a b&#299;tch pussy on first 48
0,Put a ring on it or it ain't yo bitch !
0,Put her in her place cause pussies don't get pussy..
0,Put that on everything I love. Ain't no ugly bitch Finna talk to me crazy in my car. I'd put her ass out and make her walk
1,Put the redskins in your starting lineup instead of the Dolphins...it'll be fun they said.
0,Put the weights back on the rack bitch!! Smdh lol Dick Chaney's! http://t.co/pThwskJhdY
0,Put ya hands up if you a Grade A bitch
0,Put yo bitch in the figure 4 and bedrock her
0,"Put your hands down bitch, I ain't gon shoot you"
0,Put your tits back in your shit bitch
0,Putin making @BarackObama look like a bitch on foreign policy.
0,Quan and Dino RT them faggot ass niggas!? Aight man
0,Quan stop RT that faggot on my TL
0,"Quisiera amarte no puedo no, mi mama me dijo dont love them hoes"
0,Quit blowing up my feed bitches.
0,Quit hoggin the blunt bitch
0,Quit hurting these women Cuz I'm tired of all the bitterness a nigga gotta go through Cuz you a hoe ass nigga.
0,Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?
0,Quit teasing bitch
1,R&amp;B is so trash now compared to early 2000's.
1,R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG http://t.co/UOVtVG5nnM via @BostonGlobe
0,REAL NIGGA SPEAKING &#8220;@DEON1093: @PAPER_CHAYSIN you sound like a bitch&#8221;
1,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker&#8230;. http://t.co/unfdQCQHyK
0,RFT Tweet of the day&#128588;&#128588; &#8220;@HereForEB: If a nigga change on you.. Fuck em .. He was a bitch nigga from day 1&#8221;
0,"RICK TOLD YALL TO GO BACK AND KILL'EM ALL! Yall niccas didn't listen, now they are chewing on Bob's leg and shit! Extra, tasty, crispy!"
0,"RIGHT ""@Sotyannaxo: The same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight."""
0,RT !! @6oysLoveKeena: I will never EVER EVER give a nigga my all unless I know for a fact he doing the same . yeen finna play me bitch &#128514;&#9996;
0,"RT ""@DestineyDunbar: This shit for the birds . &#128530;&#8221;"
1,"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne"
0,"RT &#8220;@KillAll_Simps: Black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before I steal yo purse&#8221;"
0,RT @05proFESSOR: @idontbekaren @kelseysocrazy .... this is what all of my bitches say hahaha http://t.co/dHK7eU97Dc
0,RT @05proFESSOR: Columbus found America and we killed some injuns #SinceTheCubsWonAWorldSeries
0,"RT @07Cannon: ""Fuck you mean Macklemore trash nigger?"" http://t.co/NXPjPrhsbu"
0,RT @0_oitsCRUNCH: Def a whiny bitch RT @manddddddd: &#8220;@LawsOfSex: A girl who cries is a girl who cares.&#8221; Or a whiny bitch
0,"RT @0hallis0n: ""This is J Cole you fucking queer"""
0,RT @100Band_RELL: All yaw hoes want 2 thing Money &amp; Dick
0,RT @10milekid: Hahahaha basic bitches so funny
1,"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;"
0,RT @11_MeLoBaby_7: @100granHman it ain't nothin to cut that bitch off ayeeee
1,RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t&#8230;
0,RT @1Armaun: Hoes get a boyfriend and swear they not a hoe anymore. Bitch Having a boyfriend doesn't erase what happened before him you ...
0,RT @1BigMick: Today I told a woman that she was the quintessential embodiment of sexual femininity. How am I not drowning in pussy?
0,RT @1CaptainDrew: Supp wigga
0,RT @1JohnnyCinco: You can't go wrong with a loyal bitch.
0,"RT @1KelliBelle: Needy, clingy men is why I have bitch issues"
0,RT @1Khariz: kim k lil sisters some hoes
0,RT @1MarsB: I might be ugly but my hoes ain't trippin
0,RT @1RudeAssNinja: @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;
0,RT @1Smedia: When a hoe gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http://t.co/figgTHzk0L
1,"RT @1TRIKOfficial: @ItsNotAdam No prob! Def a good early set energy tool! If you want to tune in, http://t.co/hxfJWy3Jab in less than an ho&#8230;"
0,RT @1WayHustle: Bitches love niggas that got bitches
0,RT @1WayHustle: I got bitches geekin sneakin cocaina cross the customs - @TheDonIV
0,"RT @1deep_williard: ""@1017_Sqquad: Come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod&#8230;"
1,"RT @1goodlookingman: Bees won, Mets won, and the Yankees lost. It's a good day in baseball."
0,RT @1stBlock_Rody: This bitch always in my pocket &#128073;&#128530;
0,"RT @1stblock_thomas: ""@1stBlocJeremiah: You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;"""
0,RT @1stblock_thomas: @1stBlocJeremiah @LowworldsFinest Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&#8230;
0,RT @1stblocklokee: The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi&#8230;
0,RT @215_Bub: Don't sweat these hoes they come wit the money &#128527;
0,"RT @215potter: Grown men, wearing jerseys with other grown men's name on them..

Don't forget your fucking pom poms."
0,RT @22duces20: Happy birthday to my little ass cousin who doesn't remember who I am @1NOnlyDirtyMike hope it's a good one fag !
1,RT @23Vnds: Check out the homie @renz360 for that sole sauce! That stuff does miracles!!! @renz360 @renz360&#8230; http://t.co/EecEzJRx6C
0,RT @275YUNGSIMMIE: I flex it ain't no turning down ...take yo bitch fly out of town ... ...Macin stackin ready to get it crackin aint no tu&#8230;
0,RT @275YUNGSIMMIE: I hate a lying ass bitch
1,RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t.&#8230;
0,RT @2Blunts1Jorge: &#8220;@GinaSanabria_: I'm ugly so don't worry about me having hoes.&#8221;
0,RT @2Live_Que: So y'all just gone look past the fact that this bitch sucking a dick cause her edges laid? I swear hate you bitches &#128530; http:/&#8230;
0,RT @2Necklaceez: I'm in this bitch yaaa I do my thanggg &#128079;
0,"RT @33mLENY: bae: lemme see your phone if you dont have hella hoes 

me: one sec http://t.co/MztLPgx4ur"
0,RT @3High_Tae: Bruh this bitch booty so flat that its muscular &#128128;&#128128;&#128128; http://t.co/8vG3MAtceU
0,RT @3Much4TheseHoez: RT @iDntWearCondoms: If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low
0,RT @3_Much_: If u a messy bitch hell nawl i cant rock w. You
0,RT @3amado_carrillo: Just checked my watch n that bitch said sometimes
0,RT @3amado_carrillo: Rick James bitch
0,RT @40oz_VAN: Don't be that frontin' ass bitch.
0,RT @4200Savage: Mama told me look rich act poor n neva trip ona bitch dat ain't urs#gang
0,RT @4200Savage: Since a yungin bitch I been nat nigga
0,RT @44BINKO: &#8220;@Say_Lil_Zack: I love female cops&#128525;&#8221; they b sum hoes too fuck da jakes &#128110;&#128165;&#128299;
0,RT @44BINKO: @BreadTruckkBri &#128514;&#128514;&#128514; knwin I heard dat hoe changed
0,RT @44BINKO: @VoiceOfDStreetz &#128514;&#128514;&#128514;&#128514;&#128514; u a hoe &#128557;&#128557;&#128557;&#128557;
0,RT @44BINKO: @VoiceOfDStreetz she spazzed out dude don't have his hoes in line &#128514;&#128514;&#128514;
0,RT @4550Empire: @QuintinMvP @_200_Soetan yea u know these lil bitches be stalking are twitter for they niggas&#128565;&#128514;&#128514;
1,RT @490xl: why get attached to people when you can jump in a trash can and feel the same way
0,RT @49ant: down ass bitch RT @NewsBreaker: Aaron Hernandez's girlfriend lied to grand jury 29 times http://t.co/k6x3dUKhtf
0,RT @49ant: if she lives at home she's a little less likely to cheat on you and be a ho
0,RT @49ant: you aint getting no hoes to come back to the room with you if you staying at circus circus bruh
1,"RT @49ers: Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts. 

DRAFT TRACKER: http://t.co/AEueKmhkQX http://t.c&#8230;"
0,RT @510988: Ugliest bitches I've ever seen &#128514; https://t.co/JLeYDCegf0
1,RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw
0,"RT @5200LorA: im pregnant ass bitches , matter fact ima slip down the steps ass bitches"
1,RT @5SOS: It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;
0,RT @666joselopez: @Victorasap_ your voice mail little bitch ass nigga http://t.co/n9dMDtvWts
0,"RT @6OLDAR: ""@lovelyweird0: I need their workout plan &#128525;&#128553; http://t.co/XMnIm9YIVN"" third bitch had a fucking miracle"
0,"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller"
0,RT @6THGRADER: Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #&#8230;
0,RT @6THGRADER: Mom brought me McDonald's for lunch. I had all the bitches on me.
0,RT @6THGRADER: Today seems like as good a day as ever to bang some bitches and go for ice cream.
0,RT @718queens: I rather my girl be clingy than a hoe
1,RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.
0,RT @919Prince: If we're together &#128143;&#128145; and you don't like that bitch &#128129;&#128587; I don't like that bitch either &#128078;&#128076; http://t.co/2F2rERRGsM
0,RT @9_3TilInfinity: If I wanted my ex back believe me I'd fucking go get they ass. &#128514; but I ain't bout to dig through the trash. &#128520;&#128686;
0,"RT @9acino_: ""My hoes are your hoes...but my wife is all mine"" #wisebrethrenwords"
0,"RT @A1rWick: Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch."
0,RT @A2daO: When dykes surround you https://t.co/yWegZs78Om
1,RT @ABCbirds1: #Colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats. http://t.co/shwQYb76pw http://&#8230;
1,RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t&#8230;
0,"RT @ACMobbDeep: @sugarhillgang00 @willyc14_ high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies"
1,RT @AC_Hussle: Bron pregame speeches be so trash though lmao
0,RT @AC_Hussle: Niggas love cuffing hoes then acting surprised when they turn out to be hoes.
0,RT @AC_Hussle: Real RT @iHitModelsRaw: All jokes aside the hoes I know some of the coolest women I've ever met
0,RT @AC_Hussle: When yall having a good day &amp; she brings up a bitch from Twitter http://t.co/LQVLDxOwsH
1,"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;"
0,RT @AFBoycie: @BrockLesnar ill fight you ! Ya big daft cunt .
1,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;
0,"RT @AGRIcouture: Wow RT @RingkledSuccess: Lmao RT ""@badgalcash: bet not ever come to my house again dirty bitch http://t.co/Qv1rUzGsfJ"""
0,"RT @AH_Michael: 12 lava cakes, bitches. #RTExtraLife"
1,"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion"
1,"RT @AIanHangover: ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby."
0,"RT @AIanHangover: ""what are you 15?""

yeah on a scale of one to ten, bitch"
0,"RT @AIanHangover: Be smart because you won't be pretty forever, bitch."
0,RT @AIanHangover: I could never date someone who isn't goofy. Nobody's tryna date a bland boring ass bitch.
0,"RT @AIanHangover: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch."
0,RT @AIanHangover: Karma is only a bitch to bitches.
0,RT @AIanHangover: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant.&#8230;
0,RT @AIanHangover: let's play a game called stop being a lil bitch
0,RT @AIlThese: All these clocks and we still don't have time for these hoes http://t.co/oZm4cQe5Me
0,"RT @AJCOLEMANBABY: niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa"
0,RT @ALMartinez32: &#8220;@100granHman: @IamMrEchols @ALMartinez32 &#128555;&#128555;&#8221;finding herself in the hoe section
0,RT @AMGLLCCEO: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU
0,RT @AMGLLCCEO: When you die but a bad bitch walk in yo funeral &#128526;&#128526;&#128514;&#128514;&#128514;&#128514; http://t.co/YZs9DQVqDV
1,RT @AP: Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: http://t.co/GDLcpWDNoo
0,RT @APTheCreated: @bellabelcastro is the realest bitch I know. Lol
1,RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ&#8230;
0,RT @ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/J8B2JaaDxK
0,RT @ASAPYams: bitches out here not lovin they self enuff for the both of us juheard
0,RT @ASAPYams: fresh razor blades in my goth bitch stocking
0,RT @ASillyPsycho: Don't be a bitch to me. I'll be a bigger one and I'll win.
0,RT @ATL_PRiNCeSS: A real bitch know she gotta pluck dat nipple hair
0,"RT @ATLienZ404: ""Why did you give birth to me you bitch"" http://t.co/nMoXKm4pwX"
0,RT @ATypicalFemaIe: when a bitch gets smart and I look too cute to be ratchet http://t.co/OoTtkUxKRA
0,RT @AYEVERB: On twitter you ho%s can jus take a pic with your ass out and be somebody..smh...
0,"RT @AYYSIAN: Life's a bitch, because if it was a slut, it would be easy."
0,RT @AZEALIABANKS: Ladies its a full moon. Which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht!!!
0,"RT @A_Brown_30: People r retarded for thinking you can eat ""clean"" food all day and lose weight. Calories are calories people."
0,"RT @A_Mitchellll13: ""@10Longdong: Uni suuuucks!! Lolol"" you suck bitch"
0,RT @A_Mitchellll13: My bestfriend got jumped by like 6-7 dudes n ur upset u have to pay fines...? -__________- gtfo bitch
0,"RT @A_YoungPrince: Some pussy be so wet &#128166;&#128167;&#128166;&#128167;you gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade"""
1,RT @A_single_bear: How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&#8230;
1,RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;
0,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv
0,RT @AbbeyGoldd: Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &#128514;&#128514;&#128079;
1,RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...
1,RT @ActuallyAmDolan: wen u look liek trash n sum1 complimentz u http://t.co/5AgYHBTFXh
0,RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;
1,"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;"
1,RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY
1,RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv
1,"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ..."
0,RT @Adddisonn: Smoke good weed with a bad bitch
0,RT @Adogg_34: @viva_based stealing a car and fuckin yo bitch
0,RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR
0,"RT @Adolfhibsta: First off, you just a hoe if you can have sex with a man &amp; not have any feelings for him"
0,RT @Adolfhibsta: Ratchet ass bitch RT &#8220;@TMZ: Nicki Minaj SMASHES UP her boyfriend's Benz http://t.co/BXqD30Z6Nb http://t.co/gBgjiuIreF&#8221;
0,RT @AdoreBellaaa: Never trippin on no hoes
0,"RT @AdoreeLenaa: ""@_KudaBrazyy: Hella bored doing laundry like a bitch""&#128514;&#128514;&#128514; I sincerely hate your soul !"
0,RT @Adrian1_knowsu: @0124jessi haha lml wrd no nah de pussy shit lol &#128514;&#128514;
0,RT @Adrian1_knowsu: @0124jessi lml se pasa de shunsha &#128536;&#128536;and no mi joda w ur bitch waaa &#128514;&#128514;
1,"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing"
0,RT @Advil: remember when people boo&#8217;d One Direction and Gaga was having none of it. i love that bitch.
0,"RT @Ahki117: &#128514;&#128514;&#128514; RT @K1ngMello: Lmfao ""@Ravie_loso: How side bitches be when you scoop them up in the daytime! http://t.co/W8sH2AlViA"
1,RT @AidanGee1: How I feel playing flappy bird http://t.co/w3PrpiAhZQ
0,RT @AirSimba9: &#128550;@Treslyon: Keyair angels &amp; female party promoters are not for me... Most party promoters are hoes &amp; them angel bitches are &#8230;
0,RT @AirSimba9: &#8220;@Treslyon: Tell a hoe NO for the sanctity of your relationship we gotta stop fucking these woman&#8221;
0,RT @Airjack3: RT @1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like
0,RT @Airrogance: bitch i'm legal so i'm ridin round like rambo !
1,"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;"
0,RT @AjalaPilgrim: &#8220;@Selecta_kerry: So why everything u say ghetto u Hadda associate it with jordans &#128532;&#128530;&#128530;&#128530;&#128530;&#8221; isn't it obvious ?
0,RT @AlaysiaMichelle: I just wanna get filthy rich &amp; have a nice big house full of bad bitches that I could fuck anytime I want &#128540;
0,RT @Alejvndrv: &#8220;@1ortiz1: Id rather be your niggah&#8221;
0,"RT @AlexDavisRaps: ""Pacer"" is short for pussy"
0,RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.
1,RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via&#8230;
0,RT @Alex_Alfarkh: I'm a pussy
0,RT @Alex_Simonson: EVERYONE PRAY FOR MY BROTHER nothin wrong with him he just a bitch lmaoo http://t.co/uDKCfhBUIz
0,RT @AlexaSchwerer: @Jennchesss you and me both! probably some ghetto piece of shit who has nothing better to do with their lives...
0,"RT @AlexiisStarr: #OccupySLU ""Ima fuck me a white bitch, slap her and choke her"" this is what is being said now livestream interview w/ #Fe&#8230;"
0,"RT @AlexisDiamond_: With his bitch ass , buut thaats bae kinda lol (:"
1,RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza
0,RT @AlienAum: Chance. Acid rapper. Soccer hackey-sacker. Cocky khaki jacket jacker. Slap happy faggot slapper.
0,RT @AlissaOnelove: A nigga will talk down on a female with the same mouth he ate her pussy with..
1,"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine."
0,RT @AllFucksGiven_: @TrentonStewart them hoes was actin' up. You had to do it.
0,RT @AllHailTaron_: Bruh thank you I'm about to start cumming in these hoes just to scare them. http://t.co/cMCek4h6cv
0,RT @AllHailTaron_: I got the deals for the low. I know you hoes lonely so fuck with these cuffing season specials. &#128184;&#128175; http://t.co/YURpX99Hdb
0,RT @AllKnowA: We all know a bitch boy named Luke
0,RT @AllKnowA: We all know a bitch named Natalie
1,"RT @Allan_Son: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;"
1,RT @Alleycelestine: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221;!!! Yessssss
0,RT @AlliePeralta: &#8220;@pushaxrocca: smh http://t.co/MCeh9G6rmu&#8221; hoes like this are fucking it up for actual loyal girls smh.
0,RT @AllyMarshalll: Good riddance bitches &#128079;&#9996;&#128075; http://t.co/deQBjLFtxz
0,RT @AlmightyAlijah: Told yo bitch get on her knees I don't want no sex&#128526;&#128175;
0,"RT @AlmightyVinny_: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man"
0,RT @AlmightyVinny_: Fucc hoes dats how I feel
0,RT @AlmightyVinny_: I can tell you a freak bitch don't lie to me
0,"RT @AloneInMyOwnWar: Bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r&#8230;"
0,RT @AlvarezJackee: I turn into a bitch real quick.
1,RT @AlxJames10: I mean sometimes eating a carton of Double Stuf Oreos is your only option.
0,RT @Alyssamichh: @Tronkitty bad bitch&#128158;
1,RT @AmEditing: You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip
1,RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://&#8230;
1,"RT @AmandaMarcotte: &#8220;Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,&#8221; he sa&#8230;"
0,RT @AmandaNer: @royaltyclubvp yeah after she fed up jealous skinny bitches and became one herself.
1,RT @AmazingTiming: Bad monkey! #AmazingTiming http://t.co/UD5XkiaNVt
0,"RT @Amazing_Trey3: Im done wasting my time, I'm just going cut a bitch off faster than I blink."
0,RT @Ambeerrxoxo: I'll piss on a hoe
0,"RT @Amber_Raynexxx: Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""&#8230;"
0,RT @AmberrrNicollle: Do loyal bad bitches exist? Because I want one
0,RT @AmberrrNicollle: You tweet about how you're never good enough for a guy maybe it's because you're a hoe
0,RT @AmberrrNicollle: You're such a fake bitch hahaha
1,RT @Amoreshonta: &#8220;@WestDontCare: Big bird has spoken &#128514; http://t.co/TxCcy3XIEc&#8221;&#128514;&#128514;&#128514;&#128514;&#128553; I was weak then I &#128128;!
0,"RT @Amos_Louis: Broke hoes 3 words ""Out my face"""
1,RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! http://t.co/8PyhwE4L8S h&#8230;
0,"RT @Amys22Cents I need to hit the lottery yo, this work shit??? For the fucking birds!"
0,RT @AnAbsurdBird: I just realised my library books are overdue if anyone's looking for a bad bitch
0,RT @AnAbsurdBird: Of course the day I nip out with shit hair &amp; wearing my scruffy/but favourite stolen hoodie is the best time to bump into&#8230;
1,RT @Anastacia_Cole: I like being Asian and all but it's a struggle having squinty eyes in every picture
0,RT @AnayaL8ter: I'm sorry ya woman shouldn't be helping you out financially unless that's ya wife these hoes dumb
0,RT @AndreShakti: Just took electric stim to my pussy! Eeek! Back on @KinkLive in 5 mins! http://t.co/41apcwSmQN
1,RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;
0,RT @Andrew_Jordan54: @WeilAnthony pussy.
0,RT @AndrogyneAdvent: @verbally_abrupt y'all got all the gay hoes
0,"RT @AndrogyneAdvent: The thing about Houston and Austin gays is 99% are hoes, ain't no wholesome bitches"
0,RT @AndyMilonakis: I bet Beyonce's pussy tastes like a fresh caramel apple
0,"RT @AndyMilonakis: You give these bitches the Amex once, they gonna act like a chilly snob and try to go get that cardigan"
0,RT @AndyyDotCom: You gotta be a weak bitch to let a couple tweets get you out of character.
0,RT @AngelGuapo23: @wigga32 can't dm wigga cause I can't even get a follow back &#128528;
0,RT @AngelHaze: bye bitch. im blocking u RT @onikallah: @AngelHaze i drew you &#128158; http://t.co/60HiEbFWic
0,RT @AngelLongoria1: Neymar fell like a bitch
0,"RT @Anisa_So_Thick: @MsSashaBelle ur a wack bitch who sells her pussy for $65.00 , lives with her mom then was homeless cut the lies&#128521; http&#8230;"
0,RT @Anisa_So_Thick: Now let me write your mom since I have her address &amp; let her know her daughter is in Miami selling pussy for $85 &#128536;
0,"RT @Anisa_So_Thick: the next call will be to immigration w/ your I.d your sex reviews &amp; your ad bitch I warned you , you lie I have facts &amp;&#8230;"
0,"RT @AnnCoulter: Invite me on your show, you lying pussy. RT @Matthops82 ""Republicans are afraid of me. They don't want to talk to me."" - &#8230;"
1,RT @AnnTelnaes: Halloween candy corn bird http://t.co/kTNbyuTYKw
0,RT @Annnna_dav69: Ima make you my bitch &#128521;
0,"RT @Anointed_Mouf: Would be so happy, so many bitches would be humbled RT @djdmt: How would you feel if they discontinued the sale of weave"""
0,"RT @Anotherpotheadd: Read my lips bitch, what? My mouth isnt workin?"
0,RT @AntBreezyOBB: Theses niggas hoes and these bitches greedy
0,"RT @AnthonyBialy: .@SenatorReid I'm sure this tweet will protect you from karmic payback, bitch."
0,RT @AntiCHILL: Just had a convo wit my ex n she reminded me y she is my ex smh idk y i even answerd for this bitch
0,"RT @AntiJokeJamal: A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his best friend's a pussy & ..."
1,"RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;"
0,RT @Antonio10_C: Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito &amp; young patty.....coming soon #sorry4thewait
0,RT @AntzInHerPantz: This what y'all hoes want? &#128528;&#128528;&#128528;&#128528;&#128528; https://t.co/tAGjue7mr7
0,RT @AnunnakiGod: bitch what ocean is this?? http://t.co/YLkR2GeJ1Z
1,"RT @AprilStearns: RT @GN192 Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k&#8230;"
1,"RT @ArcticFox2016: 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/VnR60MjFo6"
1,"RT @ArianaGrande: Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night."
0,RT @AriaunaDaVon: &#8220;@WhitDAWGem_: &#8220;@AriaunaDaVon: @WhitDAWGem_ bitch go to sleep. You have work in the morning.&#8221; Lol yes master&#8221; &#128557;&#128514;&#128530;
0,RT @Arie_0723: Don't be a bitch to someone who can out bitch you.
0,RT @ArlisDoNotChill: This bitch played too much Subway Surfer http://t.co/BK5UnHQO3z
0,RT @ArmyBulldog20: @AcmeHandle Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.
0,RT @Arrogantiii: Ona niggas I'll really beat dat hoe up
0,RT @ArtAdame1: Your mcm is a lil bitch
0,RT @AsaAkira: A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again&#8230;
